a,a,a,a
243_245386411,1528124400000000,1133532327,0
243_245386411,1498575600000000,1973790994,0
243_245386411,1538319600000000,634320051,0
243_245386411,1564671600000000,1340389558,0
243_245386411,1564758000000000,757190955,0
243_245386411,1554130800000000,2102490838,0
243_245386411,1495465200000000,1679296348,0
243_245386411,1567350000000000,25921783,0
243_245386411,1454511600000000,1477073774,0
243_245386411,1471964400000000,295633759,0
243_245386411,1561388400000000,347053905,0
243_245386411,1453388400000000,1576756693,0
243_245386411,1571497200000000,597118124,0
243_245386411,1545750000000000,244926383,0
243_245386411,1510326000000000,882144085,0
243_245386411,1535382000000000,266328452,0
243_245386411,1546009200000000,1170278008,0
243_245386411,1292943600000000,88544066,0
243_245386411,1480863600000000,1394529934,0
243_245386411,1416754800000000,946684363,0
243_245386411,1535814000000000,1695127472,0
243_245386411,1121612400000000,585763255,0
243_245386411,1558105200000000,1736021405,0
243_245386411,1538233200000000,938872020,0
243_245386411,1549119600000000,100033245,0
243_245386411,1573916400000000,1929749571,0
243_245386411,1304348400000000,813408648,0
243_245386411,1364482800000000,2076326363,0
243_245386411,1513522800000000,1898827952,0
243_245386411,1537628400000000,236791681,0
243_245386411,1389970800000000,1452287711,0
243_245386411,1555686000000000,1518422518,0
243_245386411,1541948400000000,509643020,0
243_245386411,1564326000000000,635096154,0
243_245386411,1568818800000000,1540460994,0
243_245386411,1518274800000000,1000930248,0
243_245386411,1432393200000000,1103456560,0
243_245386411,1568732400000000,61783476,0
243_245386411,1298473200000000,800329289,0
243_245386411,1418396400000000,2140284195,0
243_245386411,1569510000000000,1755429681,0
243_245386411,1376319600000000,59966374,0
243_245386411,1550070000000000,1573832937,0
243_245386411,1560610800000000,905774041,0
243_245386411,1440946800000000,1881258837,0
243_245386411,1510585200000000,116449140,0
243_245386411,1370790000000000,931163339,0
243_245386411,1568214000000000,41646355,0
243_245386411,1501513200000000,275529226,0
243_245386411,1451401200000000,1433988478,0
243_245386411,1517670000000000,942106216,0
243_245386411,1515855600000000,708956538,0
243_245386411,1513263600000000,1588219600,0
243_245386411,1380466800000000,1725392569,0
243_245386411,1533394800000000,467364662,0
243_245386411,1440428400000000,1314450850,0
243_245386411,1519743600000000,865814008,0
243_245386411,1567177200000000,787089269,0
243_245386411,1475766000000000,1459653060,0
243_245386411,1489849200000000,174662829,0
243_245386411,1543158000000000,691601680,0
243_245386411,1540998000000000,731542033,0
243_245386411,1502809200000000,725543262,0
243_245386411,1543849200000000,732633121,0
243_245386411,1349362800000000,1452064653,0
243_245386411,1520607600000000,1122694271,0
243_245386411,1569250800000000,1692204297,0
243_245386411,1527087600000000,1830305819,0
243_245386411,1543849200000000,127681620,0
243_245386411,1569337200000000,490307207,0
243_245386411,1405954800000000,169206721,0
243_245386411,1540220400000000,299830215,0
243_245386411,1543762800000000,500129592,0
243_245386411,1572966000000000,1600366322,0
243_245386411,1558796400000000,386607015,0
243_245386411,1521558000000000,681786825,0
243_245386411,1439046000000000,208280546,0
243_245386411,1523545200000000,1451851232,0
243_245386411,1517929200000000,750617950,0
243_245386411,1451401200000000,413481120,0
243_245386411,1562425200000000,1893760760,0
243_245386411,1522681200000000,1962762160,0
243_245386411,1568905200000000,2023572983,0
243_245386411,1482418800000000,677077995,0
243_245386411,1560524400000000,780753611,0
243_245386411,1337439600000000,1416407514,0
243_245386411,1487430000000000,1553257656,0
243_245386411,1525705200000000,2105634098,0
243_245386411,1369839600000000,815490920,0
243_245386411,1519484400000000,1293905436,0
243_245386411,1501340400000000,2145651615,0
243_245386411,1441206000000000,1612762434,0
243_245386411,1570806000000000,303127592,0
243_245386411,1319814000000000,400761853,0
243_245386411,1567868400000000,916019076,0
243_245386411,1558191600000000,1109132666,0
243_245386411,1559919600000000,1076550812,0
243_245386411,1519657200000000,752286440,0
243_245386411,1415718000000000,418234073,0
243_245386411,1474556400000000,1271355282,0
243_245386411,1510412400000000,560752677,0
243_245386411,1413990000000000,755820705,0
243_245386411,1346770800000000,906244819,0
243_245386411,1356966000000000,1106791345,0
243_245386411,1550761200000000,1405108810,0
243_245386411,1540566000000000,1802274860,0
243_245386411,1567263600000000,163399548,0
243_245386411,1464447600000000,1523093869,0
243_245386411,1477407600000000,980700722,0
243_245386411,1398265200000000,772863845,0
243_245386411,1493737200000000,1885256525,0
243_245386411,1545490800000000,2052728503,0
243_245386411,1549033200000000,801963227,0
243_245386411,1505833200000000,351066165,0
243_245386411,1547650800000000,653130292,0
243_245386411,1535554800000000,4677559,0
243_245386411,1571583600000000,434791924,0
243_245386411,1230217200000000,1107168664,0
243_245386411,1537801200000000,1879769947,0
243_245386411,1467558000000000,1866841711,0
243_245386411,1504537200000000,1328968427,0
243_245386411,1566918000000000,242495499,0
243_245386411,1553871600000000,1385709669,0
243_245386411,1557500400000000,500483729,0
243_245386411,1566226800000000,1994458484,0
243_245386411,1441983600000000,1227983914,0
243_245386411,1532012400000000,1653072658,0
243_245386411,1549810800000000,1647882506,0
243_245386411,1511967600000000,826306219,0
243_245386411,1567609200000000,1619752179,0
243_245386411,1569855600000000,547632296,0
243_245386411,1564412400000000,356904775,0
243_245386411,1561820400000000,1340508085,0
243_245386411,1501081200000000,861479293,0
243_245386411,1549292400000000,607690808,0
243_245386411,1530716400000000,993194164,0
243_245386411,1572102000000000,280194442,0
243_245386411,1567868400000000,1532954299,0
243_245386411,1527519600000000,1353537061,0
243_245386411,1556550000000000,823786669,0
243_245386411,1481295600000000,641976998,0
243_245386411,1569164400000000,1675971686,0
243_245386411,1493910000000000,19262759,0
243_245386411,1327762800000000,541220779,0
243_245386411,1551020400000000,1820969262,0
243_245386411,1544886000000000,1412114351,0
243_245386411,1567695600000000,37897450,0
243_245386411,1566226800000000,1374887853,0
243_245386411,1545663600000000,2041089861,0
243_245386411,1263135600000000,1165871113,0
243_245386411,1567263600000000,1892828550,0
243_245386411,1559574000000000,452106777,0
243_245386411,1553958000000000,413354443,0
243_245386411,1509462000000000,2116847138,0
243_245386411,1567177200000000,1577643304,0
243_245386411,1567177200000000,850012071,0
243_245386411,1570114800000000,773934393,0
243_245386411,1566658800000000,421327759,0
243_245386411,1571670000000000,962090205,0
243_245386411,1568041200000000,1902028362,0
243_245386411,1573570800000000,1448297118,0
243_245386411,1508684400000000,155333444,0
243_245386411,1430319600000000,491457031,0
243_245386411,1307113200000000,1187505856,0
243_245386411,1409410800000000,177522915,0
243_245386411,1349190000000000,196052901,0
243_245386411,1561302000000000,565661811,0
243_245386411,1566658800000000,1538995486,0
243_245386411,1496415600000000,2055269325,0
243_245386411,1567004400000000,1058238991,0
243_245386411,1523718000000000,1153012839,0
243_245386411,1561906800000000,2049654013,0
243_245386411,1551193200000000,1202138162,0
243_245386411,1384095600000000,2017703518,0
243_245386411,1510066800000000,793164837,0
243_245386411,1497970800000000,1913836511,0
243_245386411,1226502000000000,2007058705,0
243_245386411,1420297200000000,709531076,0
243_245386411,1427986800000000,703352837,0
243_245386411,1541689200000000,1371550829,0
243_245386411,1559401200000000,1827883912,0
243_245386411,1550761200000000,1281769434,0
243_245386411,1422370800000000,1473375728,0
243_245386411,1569682800000000,294485518,0
243_245386411,1510585200000000,456872530,0
243_245386411,1450969200000000,254340633,0
243_245386411,1418137200000000,2028177061,0
243_245386411,1559142000000000,860422228,0
243_245386411,1534086000000000,592108514,0
243_245386411,1466434800000000,1206427629,0
243_245386411,1515942000000000,1756686261,0
243_245386411,1559142000000000,1015829779,0
243_245386411,1568473200000000,457649325,0
243_245386411,1411398000000000,1870823910,0
243_245386411,1492182000000000,1161399216,0
243_245386411,1282057200000000,228732988,0
243_245386411,1399129200000000,538459693,0
243_245386411,1440255600000000,2070813038,0
243_245386411,1421679600000000,698229852,0
243_245386411,1367852400000000,2005320416,0
243_245386411,1332169200000000,807111137,0
243_245386411,1333119600000000,1245926068,0
243_245386411,1420902000000000,176776385,0
243_245386411,1507993200000000,1561855528,0
243_245386411,1561302000000000,146221003,0
243_245386411,1473519600000000,815450270,0
243_245386411,1520521200000000,397385575,0
243_245386411,1510585200000000,2063539635,0
243_245386411,1528470000000000,1242621531,0
243_245386411,1528470000000000,1647076749,0
243_245386411,1568991600000000,597112135,0
243_245386411,1393599600000000,368310735,0
243_245386411,1549033200000000,1408337297,0
243_245386411,1394550000000000,1454225246,0
243_245386411,1547823600000000,208821754,0
243_245386411,1569682800000000,1988716495,0
243_245386411,1399734000000000,542295199,0
243_245386411,1572620400000000,606747031,0
243_245386411,1351090800000000,633820912,0
243_245386411,1554562800000000,1933672516,0
243_245386411,1444316400000000,1253661160,0
243_245386411,1550761200000000,346008447,0
243_245386411,1514732400000000,1682264452,0
243_245386411,1489158000000000,894151346,0
243_245386411,1139842800000000,1938527144,0
243_245386411,1502463600000000,1483382753,0
243_245386411,1491404400000000,115797148,0
243_245386411,1569942000000000,1626803358,0
243_245386411,1562598000000000,1935820073,0
243_245386411,1536764400000000,1560290331,0
243_245386411,1448463600000000,1476292397,0
243_245386411,1541689200000000,1682037292,0
243_245386411,1506610800000000,1676333942,0
243_245386411,1564066800000000,2011893319,0
243_245386411,1511103600000000,1343642221,0
243_245386411,1458399600000000,676931970,0
243_245386411,1526828400000000,743792379,0
243_245386411,1560783600000000,1813849594,0
243_245386411,1388761200000000,246761244,0
243_245386411,1489503600000000,1872074304,0
243_245386411,1552921200000000,641941744,0
243_245386411,1555945200000000,2065412124,0
243_245386411,1551625200000000,347403362,0
243_245386411,1447254000000000,296891562,0
243_245386411,1453474800000000,735476985,0
243_245386411,1374591600000000,1815621869,0
243_245386411,1475593200000000,2119716668,0
243_245386411,1422284400000000,1689404083,0
243_245386411,1520866800000000,70595120,0
243_245386411,1232809200000000,913896238,0
243_245386411,1570287600000000,1066159055,0
243_245386411,1545922800000000,1428815182,0
243_245386411,1544281200000000,1166344401,0
243_245386411,1518361200000000,235908822,0
243_245386411,1514905200000000,102537461,0
243_245386411,1568473200000000,1288603806,0
243_245386411,1515855600000000,840692913,0
243_245386411,1387119600000000,593852201,0
243_245386411,1316358000000000,1950830528,0
243_245386411,1556377200000000,1940682518,0
243_245386411,1412434800000000,817025639,0
243_245386411,1402844400000000,268416168,0
243_245386411,1367074800000000,1315729466,0
243_245386411,1331823600000000,1448648448,0
243_245386411,1527260400000000,1395746279,0
243_245386411,1544367600000000,1410669831,0
243_245386411,1443279600000000,1730559415,0
243_245386411,1519484400000000,724821526,0
243_245386411,1404399600000000,476182975,0
243_245386411,1549983600000000,844030922,0
243_245386411,1548860400000000,1192773721,0
243_245386411,1474038000000000,685714856,0
243_245386411,1556550000000000,1916160576,0
243_245386411,1537974000000000,560147448,0
243_245386411,1544281200000000,346866494,0
243_245386411,1505228400000000,320173600,0
243_245386411,1567695600000000,1565597755,0
243_245386411,1528210800000000,1244678176,0
243_245386411,1568214000000000,1745094828,0
243_245386411,1509548400000000,484472585,0
243_245386411,1573484400000000,1774047164,0
243_245386411,1276959600000000,1792839913,0
243_245386411,1515682800000000,1299161644,0
243_245386411,1572534000000000,276852158,0
243_245386411,1571842800000000,1578971528,0
243_245386411,1567868400000000,909098392,0
243_245386411,1536505200000000,2058293002,0
243_245386411,1568386800000000,695383187,0
243_245386411,1573916400000000,1748052869,0
243_245386411,1393858800000000,1610949912,0
243_245386411,1437490800000000,1165547092,0
243_245386411,1565967600000000,266700356,0
243_245386411,1568559600000000,2080301043,0
243_245386411,1565794800000000,1351476516,0
243_245386411,1472310000000000,630167544,0
243_245386411,1277478000000000,1666455904,0
243_245386411,1497884400000000,824421402,0
243_245386411,1572015600000000,294435622,0
243_245386411,1532962800000000,1904975190,0
243_245386411,1539961200000000,903928094,0
243_245386411,1567954800000000,1157159044,0
243_245386411,1474210800000000,946783101,0
243_245386411,1540566000000000,1635364708,0
243_245386411,1387292400000000,1555453155,0
243_245386411,1562598000000000,88324181,0
243_245386411,1557241200000000,1928797858,0
243_245386411,1539788400000000,1810499686,0
243_245386411,1545145200000000,483657770,0
243_245386411,1419692400000000,349677922,0
243_245386411,1568905200000000,1388107721,0
243_245386411,1557673200000000,2047373618,0
243_245386411,1562943600000000,739310067,0
243_245386411,1358607600000000,665370529,0
243_245386411,1541084400000000,485302201,0
243_245386411,1541084400000000,1783382625,0
243_245386411,1518706800000000,121764047,0
243_245386411,1564671600000000,1355387800,0
243_245386411,1485702000000000,78950445,0
243_245386411,1567954800000000,1364127684,0
243_245386411,1303225200000000,976475733,0
243_245386411,1546009200000000,1000179138,0
243_245386411,1430406000000000,451320510,0
243_245386411,1435417200000000,507972177,0
243_245386411,1515510000000000,1116798167,0
243_245386411,1515510000000000,926227370,0
243_245386411,1480518000000000,810146988,0
243_245386411,1569164400000000,1222135157,0
243_245386411,1569164400000000,1672688893,0
243_245386411,1535295600000000,280683456,0
243_245386411,1515250800000000,2034270473,0
243_245386411,1567263600000000,20334603,0
243_245386411,1567782000000000,1869892430,0
243_245386411,1562338800000000,1423322165,0
243_245386411,1551452400000000,2019713545,0
243_245386411,1561388400000000,1460921183,0
243_245386411,1467126000000000,2034963355,0
243_245386411,1543071600000000,1868427591,0
243_245386411,1569596400000000,2136034814,0
243_245386411,1379170800000000,2142251113,0
243_245386411,1551452400000000,1726301214,0
243_245386411,1388156400000000,1886522232,0
243_245386411,1523026800000000,914473605,0
243_245386411,1541775600000000,1867886327,0
243_245386411,1522508400000000,1692119875,0
243_245386411,1525186800000000,786032027,0
243_245386411,1553266800000000,476410890,0
243_245386411,1532876400000000,1098372135,0
243_245386411,1492182000000000,248410628,0
243_245386411,1460818800000000,1650928341,0
243_245386411,1537542000000000,1028655552,0
243_245386411,1485788400000000,1865288005,0
243_245386411,1479481200000000,932415854,0
243_245386411,1567004400000000,1963215099,0
243_245386411,1413730800000000,136897240,0
243_245386411,1568818800000000,146437128,0
243_245386411,1569510000000000,820959013,0
243_245386411,1532617200000000,892070414,0
243_245386411,1560783600000000,143661029,0
243_245386411,1506351600000000,1263153428,0
243_245386411,1460127600000000,1999483352,0
243_245386411,1341500400000000,1456572880,0
243_245386411,1367334000000000,416900030,0
243_245386411,1412694000000000,879654573,0
243_245386411,1523631600000000,996186365,0
243_245386411,1479222000000000,1231160694,0
243_245386411,1500476400000000,1048131057,0
243_245386411,1544886000000000,231121286,0
243_245386411,1332514800000000,518017014,0
243_245386411,1557500400000000,1320434991,0
243_245386411,1355583600000000,136289025,0
243_245386411,1395414000000000,925180974,0
243_245386411,1483714800000000,1247658278,0
243_245386411,1513436400000000,349015546,0
243_245386411,1528210800000000,1619282151,0
243_245386411,1564153200000000,257153818,0
243_245386411,1481468400000000,24919603,0
243_245386411,1569250800000000,1538961175,0
243_245386411,1502636400000000,583777927,0
243_245386411,1518879600000000,62593131,0
243_245386411,1546441200000000,1218081325,0
243_245386411,1395327600000000,1737127049,0
243_245386411,1455375600000000,1856670399,0
243_245386411,1489158000000000,563732900,0
243_245386411,1396105200000000,2121437254,0
243_245386411,1564412400000000,801445218,0
243_245386411,1553094000000000,1837174420,0
243_245386411,1573657200000000,2064484576,0
243_245386411,1573570800000000,252780183,0
243_245386411,1408460400000000,1433034352,0
243_245386411,1567004400000000,683904747,0
243_245386411,1523890800000000,147148616,0
243_245386411,1416150000000000,116473553,0
243_245386411,1536073200000000,35263828,0
243_245386411,1534172400000000,1191979642,0
243_245386411,1567522800000000,1975739760,0
243_245386411,1569164400000000,325153081,0
243_245386411,1523113200000000,92183762,0
243_245386411,1563634800000000,1751029728,0
243_245386411,1408114800000000,703957828,0
243_245386411,1567782000000000,489712935,0
243_245386411,1526482800000000,861927284,0
243_245386411,1367766000000000,1460887730,0
243_245386411,1554476400000000,1547295390,0
243_245386411,1395327600000000,1021710315,0
243_245386411,1450537200000000,1465333888,0
243_245386411,1336143600000000,866970718,0
243_245386411,1572706800000000,1121345532,0
243_245386411,1543676400000000,1405327696,0
243_245386411,1484319600000000,1435477578,0
243_245386411,1394550000000000,413081988,0
243_245386411,1569769200000000,1484649444,0
243_245386411,1535554800000000,288488701,0
243_245386411,1472482800000000,958663331,0
243_245386411,1436194800000000,622406510,0
243_245386411,1396450800000000,917930031,0
243_245386411,1567868400000000,1372050546,0
243_245386411,1383836400000000,1684129395,0
243_245386411,1537455600000000,1692847533,0
243_245386411,1340982000000000,227501473,0
243_245386411,1534172400000000,751412642,0
243_245386411,1463410800000000,725871473,0
243_245386411,1564239600000000,1987154475,0
243_245386411,1547564400000000,1490901066,0
243_245386411,1327244400000000,2054592756,0
243_245386411,1316530800000000,388966167,0
243_245386411,1569164400000000,1892060750,0
243_245386411,1568991600000000,1988987429,0
243_245386411,1530111600000000,320130241,0
243_245386411,1514905200000000,877046592,0
243_245386411,1561215600000000,137646750,0
243_245386411,1566054000000000,1340904400,0
243_245386411,1390402800000000,1998172759,0
243_245386411,1393599600000000,1465478513,0
243_245386411,1514905200000000,671546968,0
243_245386411,1565967600000000,1990998736,0
243_245386411,1345302000000000,736734672,0
243_245386411,1484665200000000,87702732,0
243_245386411,1516028400000000,1282325234,0
243_245386411,1549724400000000,1979088869,0
243_245386411,1560697200000000,905879757,0
243_245386411,1227884400000000,625647461,0
243_245386411,1292511600000000,1803078638,0
243_245386411,1317222000000000,52563963,0
243_245386411,1566918000000000,2122245047,0
243_245386411,1491663600000000,827002195,0
243_245386411,1541430000000000,1266091244,0
243_245386411,1485097200000000,835921846,0
243_245386411,1540306800000000,557666697,0
243_245386411,1345129200000000,63556276,0
243_245386411,1541516400000000,446182036,0
243_245386411,1458658800000000,1509969364,0
243_245386411,1473346800000000,1984549712,0
243_245386411,1533481200000000,623343194,0
243_245386411,1540306800000000,1820277494,0
243_245386411,1469890800000000,807144110,0
243_245386411,1501945200000000,633324888,0
243_245386411,1574262000000000,1244221966,0
243_245386411,1304348400000000,1856828350,0
243_245386411,1532962800000000,1966678913,0
243_245386411,1569164400000000,1847703288,0
243_245386411,1562943600000000,336874697,0
243_245386411,1558105200000000,1262016786,0
243_245386411,1545750000000000,1407989658,0
243_245386411,1535209200000000,1041340782,0
243_245386411,1413558000000000,381936788,0
243_245386411,1543676400000000,1340636345,0
243_245386411,1390489200000000,1479770936,0
243_245386411,1510498800000000,361642617,0
243_245386411,1564239600000000,1610625797,0
243_245386411,1567090800000000,1612303947,0
243_245386411,1573830000000000,1039634839,0
243_245386411,1283439600000000,2036132277,0
243_245386411,1488207600000000,2067271782,0
243_245386411,1551711600000000,919488700,0
243_245386411,1537023600000000,190949968,0
243_245386411,1515423600000000,206750562,0
243_245386411,1431183600000000,1579858776,0
243_245386411,1471186800000000,304078850,0
243_245386411,1538492400000000,1558398597,0
243_245386411,1497020400000000,1132118748,0
243_245386411,1538492400000000,2005496222,0
243_245386411,1299596400000000,187002994,0
243_245386411,1468335600000000,703119516,0
243_245386411,1504450800000000,1890596780,0
243_245386411,1567263600000000,1767847980,0
243_245386411,1556636400000000,1052048853,0
243_245386411,1546700400000000,1309300230,0
243_245386411,1534863600000000,765980478,0
243_245386411,1292684400000000,2129057277,0
243_245386411,1562425200000000,1952196077,0
243_245386411,1530370800000000,782824055,0
243_245386411,1478444400000000,910668404,0
243_245386411,1545058800000000,674645498,0
243_245386411,1556550000000000,325643672,0
243_245386411,1567954800000000,2013091073,0
243_245386411,1567782000000000,1333404258,0
243_245386411,1563548400000000,1199684353,0
243_245386411,1565017200000000,1767958438,0
243_245386411,1526137200000000,109611086,0
243_245386411,1529679600000000,1385628430,0
243_245386411,1371394800000000,2142703252,0
243_245386411,1543935600000000,755355682,0
243_245386411,1278601200000000,2138333536,0
243_245386411,1548255600000000,204640396,0
243_245386411,1572015600000000,1660465908,0
243_245386411,1400511600000000,599060649,0
243_245386411,1569769200000000,422060173,0
243_245386411,1515942000000000,751817419,0
243_245386411,1315839600000000,1633640940,0
243_245386411,1201878000000000,1501506879,0
243_245386411,1554217200000000,1327981629,0
243_245386411,1488639600000000,918838100,0
243_245386411,1497970800000000,584019100,0
243_245386411,1439996400000000,1699743906,0
243_245386411,1525705200000000,870717291,0
243_245386411,1524495600000000,2055254758,0
243_245386411,1545836400000000,1074128442,0
243_245386411,1471964400000000,1039430632,0
243_245386411,1453215600000000,2145053547,0
243_245386411,1533222000000000,1843266510,0
243_245386411,1544540400000000,2009641590,0
243_245386411,1523890800000000,1504482477,0
243_245386411,1531839600000000,272194500,0
243_245386411,1568473200000000,324352040,0
243_245386411,1568386800000000,652576951,0
243_245386411,1564844400000000,109519361,0
243_245386411,1566658800000000,1631404715,0
243_245386411,1396191600000000,176312199,0
243_245386411,1535122800000000,510299393,0
243_245386411,1552748400000000,1367405616,0
243_245386411,1570978800000000,1662314855,0
243_245386411,1558796400000000,1652658412,0
243_245386411,1549724400000000,1788957367,0
243_245386411,1446476400000000,269797413,0
243_245386411,1541775600000000,421543923,0
243_245386411,1543590000000000,980595401,0
243_245386411,1567350000000000,416771092,0
243_245386411,1511967600000000,619409910,0
243_245386411,1385391600000000,2073683750,0
243_245386411,1555858800000000,1438582949,0
243_245386411,1542380400000000,665743262,0
243_245386411,1569942000000000,1494592361,0
243_245386411,1424530800000000,1891238334,0
243_245386411,1549378800000000,371605426,0
243_245386411,1323874800000000,503134718,0
243_245386411,1570806000000000,1862108076,0
243_245386411,1571410800000000,1989511207,0
243_245386411,1387638000000000,1478339046,0
243_245386411,1546614000000000,1160596402,0
243_245386411,1356534000000000,2092749438,0
243_245386411,1562338800000000,1490951586,0
243_245386411,1371913200000000,226703216,0
243_245386411,1545404400000000,1534460140,0
243_245386411,1555945200000000,750345324,0
243_245386411,1542034800000000,1071199024,0
243_245386411,1420815600000000,20366246,0
243_245386411,1514646000000000,260160812,0
243_245386411,1559055600000000,1839644942,0
243_245386411,1483974000000000,2106643654,0
243_245386411,1560351600000000,919036877,0
243_245386411,1533826800000000,500153041,0
243_245386411,1563634800000000,1135300227,0
243_245386411,1508338800000000,1664297171,0
243_245386411,1468076400000000,541434985,0
243_245386411,1521212400000000,955712756,0
243_245386411,1493650800000000,401299041,0
243_245386411,1555081200000000,161140376,0
243_245386411,1569423600000000,292920906,0
243_245386411,1542985200000000,65022344,0
243_245386411,1562338800000000,1024918520,0
243_245386411,1519398000000000,495886114,0
243_245386411,1391266800000000,1839688625,0
243_245386411,1502636400000000,1760347662,0
243_245386411,1322578800000000,1107028160,0
243_245386411,1397314800000000,231505180,0
243_245386411,1573225200000000,1335528817,0
243_245386411,1555340400000000,69150541,0
243_245386411,1567090800000000,930838332,0
243_245386411,1567609200000000,1536863362,0
243_245386411,1380898800000000,2124114117,0
243_245386411,1568646000000000,1843325816,0
243_245386411,1569769200000000,1107146140,0
243_245386411,1513263600000000,648854685,0
243_245386411,1503759600000000,1893078564,0
243_245386411,1510239600000000,1609041760,0
243_245386411,1536764400000000,1331808225,0
243_245386411,1298732400000000,771150945,0
243_245386411,1546614000000000,625063123,0
243_245386411,1535209200000000,2125689029,0
243_245386411,1349449200000000,1148503316,0
243_245386411,1513954800000000,593972797,0
243_245386411,1558105200000000,1375280409,0
243_245386411,1569250800000000,1327123809,0
243_245386411,1569250800000000,1446771154,0
243_245386411,1385132400000000,1253179264,0
243_245386411,1429369200000000,1637067234,0
243_245386411,1573311600000000,469383566,0
243_245386411,1562598000000000,1909710805,0
243_245386411,1276095600000000,885136436,0
243_245386411,1341759600000000,1225658391,0
243_245386411,1520175600000000,1389495024,0
243_245386411,1565276400000000,1485330990,0
243_245386411,1413903600000000,1210180003,0
243_245386411,1474556400000000,2017025576,0
243_245386411,1570287600000000,1523536343,0
243_245386411,1481986800000000,211097838,0
243_245386411,1568991600000000,2075566580,0
243_245386411,1480777200000000,1262034501,0
243_245386411,1383663600000000,1049929462,0
243_245386411,1371740400000000,2113971262,0
243_245386411,1503414000000000,466491867,0
243_245386411,1475420400000000,796796033,0
243_245386411,1237993200000000,1468331705,0
243_245386411,1371049200000000,341168373,0
243_245386411,1476198000000000,1841866242,0
243_245386411,1476198000000000,49388214,0
243_245386411,1530802800000000,1104070576,0
243_245386411,1565794800000000,1976075614,0
243_245386411,1512486000000000,1107296920,0
243_245386411,1515855600000000,459384390,0
243_245386411,1537110000000000,317244868,0
243_245386411,1291906800000000,274636783,0
243_245386411,1243782000000000,1808028786,0
243_245386411,1414940400000000,1320840735,0
243_245386411,1424098800000000,11230819,0
243_245386411,1356966000000000,1254810823,0
243_245386411,1513868400000000,1434443833,0
243_245386411,1437922800000000,1914052027,0
243_245386411,1567177200000000,407577812,0
243_245386411,1486566000000000,291728707,0
243_245386411,1567782000000000,841966211,0
243_245386411,1569769200000000,855715439,0
243_245386411,1569769200000000,1646033809,0
243_245386411,1569164400000000,198767652,0
243_245386411,1566399600000000,1328090950,0
243_245386411,1388761200000000,1850259949,0
243_245386411,1512745200000000,1528680966,0
243_245386411,1545490800000000,486970842,0
243_245386411,1396710000000000,1788371422,0
243_245386411,1567609200000000,1875542814,0
243_245386411,1357484400000000,817788877,0
243_245386411,1286463600000000,1981025445,0
243_245386411,1369580400000000,1727093989,0
243_245386411,1536591600000000,889096613,0
243_245386411,1431961200000000,444700521,0
243_245386411,1522681200000000,1109767394,0
243_245386411,1562770800000000,126862827,0
243_245386411,1543849200000000,725215101,0
243_245386411,1500130800000000,539941005,0
243_245386411,1565967600000000,2131925107,0
243_245386411,1400252400000000,2019896341,0
243_245386411,1523545200000000,473158969,0
243_245386411,1460991600000000,280961413,0
243_245386411,1568905200000000,1473237843,0
243_245386411,1569250800000000,2072567128,0
243_245386411,1364050800000000,1993997862,0
243_245386411,1340722800000000,934300202,0
243_245386411,1556636400000000,804123227,0
243_245386411,1311606000000000,2070776017,0
243_245386411,1387551600000000,780742924,0
243_245386411,1434726000000000,1638372110,0
243_245386411,1522767600000000,1181375360,0
243_245386411,1556895600000000,1905282728,0
243_245386411,1481641200000000,1233278553,0
243_245386411,1490626800000000,1799587714,0
243_245386411,1427036400000000,341601869,0
243_245386411,1548774000000000,1855085126,0
243_245386411,1568300400000000,1065968124,0
243_245386411,1326121200000000,1386906863,0
243_245386411,1539270000000000,1548850817,0
243_245386411,1537974000000000,1651647192,0
243_245386411,1468076400000000,595650772,0
243_245386411,1494687600000000,1471092092,0
243_245386411,1503673200000000,1045016058,0
243_245386411,1553871600000000,591667658,0
243_245386411,1496415600000000,1058976188,0
243_245386411,1566572400000000,877252063,0
243_245386411,1568991600000000,484063853,0
243_245386411,1570287600000000,1575824892,0
243_245386411,1563030000000000,2108096804,0
243_245386411,1538146800000000,1491475992,0
243_245386411,1295449200000000,619101440,0
243_245386411,1531321200000000,2093546827,0
243_245386411,1501686000000000,84725098,0
243_245386411,1520002800000000,449376924,0
243_245386411,1569164400000000,1914765072,0
243_245386411,1568559600000000,93515734,0
243_245386411,1550934000000000,1576107616,0
243_245386411,1553094000000000,1139741251,0
243_245386411,1505574000000000,648012542,0
243_245386411,1566313200000000,347864558,0
243_245386411,1570546800000000,1668107484,0
243_245386411,1324134000000000,365972545,0
243_245386411,1546441200000000,2007135062,0
243_245386411,1387983600000000,1420395577,0
243_245386411,1571151600000000,1863321646,0
243_245386411,1544799600000000,850770168,0
243_245386411,1573830000000000,2059174794,0
243_245386411,1574002800000000,1098874239,0
243_245386411,1572188400000000,421900563,0
243_245386411,1515769200000000,2032864429,0
243_245386411,1568991600000000,1653582058,0
243_245386411,1573916400000000,437838221,0
243_245386411,1570806000000000,664115490,0
243_245386411,1554735600000000,657264083,0
243_245386411,1570460400000000,407382021,0
243_245386411,1509980400000000,1212468196,0
243_245386411,1573052400000000,356001813,0
243_245386411,1510412400000000,61320148,0
243_245386411,1472310000000000,53245077,0
243_245386411,1567350000000000,705304463,0
243_245386411,1569510000000000,1210315704,0
243_245386411,1564671600000000,650599313,0
243_245386411,1563462000000000,9429076,0
243_245386411,1559833200000000,1888439681,0
243_245386411,1536764400000000,1129060254,0
