a,a,a,a
243_245386411,1523718000000000,645863242,0
243_245386411,1568559600000000,189473455,0
243_245386411,1568559600000000,179854691,0
243_245386411,1563548400000000,386776980,0
243_245386411,1469199600000000,1696636827,0
243_245386411,1561820400000000,1508953958,0
243_245386411,1529247600000000,1407644772,0
243_245386411,1366038000000000,1440194354,0
243_245386411,1538233200000000,191288588,0
243_245386411,1457794800000000,1912397128,0
243_245386411,1537110000000000,869454818,0
243_245386411,1568473200000000,1541500074,0
243_245386411,1568646000000000,584340230,0
243_245386411,1565535600000000,1622018423,0
243_245386411,1358089200000000,1484904666,0
243_245386411,1539442800000000,573753157,0
243_245386411,1563030000000000,585405660,0
243_245386411,1572447600000000,103130420,0
243_245386411,1569596400000000,1438294840,0
243_245386411,1551538800000000,1873405659,0
243_245386411,1564671600000000,252672164,0
243_245386411,1565103600000000,488805494,0
243_245386411,1443625200000000,2085225029,0
243_245386411,1565967600000000,157113649,0
243_245386411,1535814000000000,130044239,0
243_245386411,1329318000000000,1614109893,0
243_245386411,1564498800000000,1080108605,0
243_245386411,1560265200000000,1489945531,0
243_245386411,1561474800000000,91877971,0
243_245386411,1528470000000000,1006684075,0
243_245386411,1551538800000000,571628375,0
243_245386411,1286031600000000,592248212,0
243_245386411,1559574000000000,194482321,0
243_245386411,1570201200000000,482729490,0
243_245386411,1396450800000000,1650723123,0
243_245386411,1543590000000000,431783946,0
243_245386411,1497711600000000,921773612,0
243_245386411,1542812400000000,167460913,0
243_245386411,1572274800000000,1002407179,0
243_245386411,1555686000000000,927793961,0
243_245386411,1546354800000000,1513197025,0
243_245386411,1536764400000000,801476373,0
243_245386411,1522508400000000,17108809,0
243_245386411,1569078000000000,1575524574,0
243_245386411,1560006000000000,725580392,0
243_245386411,1463151600000000,927057886,0
243_245386411,1492873200000000,1723629831,0
243_245386411,1522076400000000,669850976,0
243_245386411,1567436400000000,1449214164,0
243_245386411,1545058800000000,65910526,0
243_245386411,1569337200000000,440505185,0
243_245386411,1569337200000000,2105750042,0
243_245386411,1543330800000000,157790370,0
243_245386411,1569682800000000,262083867,0
243_245386411,1543676400000000,112572517,0
243_245386411,1556463600000000,1520282579,0
243_245386411,1539442800000000,849619021,0
243_245386411,1562857200000000,955019802,0
243_245386411,1565881200000000,1966656652,0
243_245386411,1482418800000000,970148932,0
243_245386411,1536159600000000,332946907,0
243_245386411,1566831600000000,1355125385,0
243_245386411,1562166000000000,469357276,0
243_245386411,1568386800000000,574647963,0
243_245386411,1569942000000000,1631749749,0
243_245386411,1574089200000000,2137124220,0
243_245386411,1564498800000000,1532498591,0
243_245386411,1569423600000000,754069269,0
243_245386411,1567177200000000,1882972469,0
243_245386411,1512399600000000,17270058,0
243_245386411,1568386800000000,1673901626,0
243_245386411,1558018800000000,527012730,0
243_245386411,1567609200000000,1137375610,0
243_245386411,1432652400000000,1642196181,0
243_245386411,1544367600000000,1341740085,0
243_245386411,1572620400000000,756823915,0
243_245386411,1571410800000000,1506187380,0
243_245386411,1573138800000000,1737953804,0
243_245386411,1570546800000000,260501821,0
243_245386411,1491231600000000,183371999,0
243_245386411,1542898800000000,54469808,0
243_245386411,1537282800000000,954367673,0
243_245386411,1486047600000000,916719819,0
243_245386411,1513609200000000,1543917025,0
243_245386411,1540047600000000,1525479861,0
243_245386411,1554649200000000,1788404355,0
243_245386411,1568473200000000,594675520,0
243_245386411,1419001200000000,1213489591,0
243_245386411,1566658800000000,1329444224,0
243_245386411,1569164400000000,1547217796,0
243_245386411,1547218800000000,591321360,0
243_245386411,1553871600000000,1118022633,0
243_245386411,1550329200000000,60695285,0
243_245386411,1449932400000000,278784150,0
243_245386411,1535554800000000,2015646797,0
243_245386411,1486220400000000,739849728,0
243_245386411,1385823600000000,363805141,0
243_245386411,1475852400000000,383502129,0
243_245386411,1513695600000000,118921863,0
243_245386411,1454338800000000,896685796,0
243_245386411,1567522800000000,142020942,0
243_245386411,1542466800000000,1474881750,0
243_245386411,1522249200000000,1452676998,0
243_245386411,1514473200000000,1059664105,0
243_245386411,1558796400000000,2145102700,0
243_245386411,1523113200000000,1027085365,0
243_245386411,1534950000000000,209269994,0
243_245386411,1548687600000000,1990718202,0
243_245386411,1544626800000000,1909559763,0
243_245386411,1504278000000000,1892486164,0
243_245386411,1565622000000000,2048286766,0
243_245386411,1570287600000000,1799332591,0
243_245386411,1540911600000000,1713355052,0
243_245386411,1413990000000000,553869036,0
243_245386411,1567177200000000,986778966,0
243_245386411,1541689200000000,715907650,0
243_245386411,1545404400000000,1975331970,0
243_245386411,1556550000000000,863671302,0
243_245386411,1562943600000000,2117377219,0
243_245386411,1564671600000000,1406041628,0
243_245386411,1533740400000000,27485904,0
243_245386411,1523372400000000,1062170826,0
243_245386411,1555945200000000,1766954294,0
243_245386411,1559314800000000,1623170603,0
243_245386411,1573743600000000,1318748972,0
243_245386411,1556463600000000,429685282,0
243_245386411,1550934000000000,1383249446,0
243_245386411,1569337200000000,371958171,0
243_245386411,1544367600000000,1885384974,0
243_245386411,1532185200000000,1057769192,0
243_245386411,1568127600000000,978308295,0
243_245386411,1565362800000000,1173156384,0
243_245386411,1568214000000000,1772052022,0
243_245386411,1564498800000000,2141712584,0
243_245386411,1462287600000000,1834112243,0
243_245386411,1494255600000000,439844741,0
243_245386411,1473346800000000,1853809448,0
243_245386411,1564844400000000,1109889185,0
243_245386411,1568991600000000,130890764,0
243_245386411,1524841200000000,1956948010,0
243_245386411,1458486000000000,858362482,0
243_245386411,1572447600000000,2052962162,0
243_245386411,1521039600000000,1486374552,0
243_245386411,1545577200000000,1702991963,0
243_245386411,1572706800000000,1132806025,0
243_245386411,1556290800000000,1231684154,0
243_245386411,1562511600000000,469543004,0
243_245386411,1415372400000000,73089333,0
243_245386411,1573830000000000,1493303803,0
243_245386411,1564412400000000,890911207,0
243_245386411,1554217200000000,1712169175,0
243_245386411,1510066800000000,1532760373,0
243_245386411,1536505200000000,1302746218,0
243_245386411,1470841200000000,1694246418,0
243_245386411,1569164400000000,1914993082,0
243_245386411,1558537200000000,1213361931,0
243_245386411,1500476400000000,1462516321,0
243_245386411,1550588400000000,2011154723,0
243_245386411,1546268400000000,1158852366,0
243_245386411,1536246000000000,1624455220,0
243_245386411,1560956400000000,371104216,0
243_245386411,1552748400000000,2098390105,0
243_245386411,1571497200000000,1471817837,0
243_245386411,1563375600000000,1292748984,0
243_245386411,1475334000000000,1082029108,0
243_245386411,1539961200000000,1679079008,0
243_245386411,1503759600000000,113007716,0
243_245386411,1510930800000000,1586076492,0
243_245386411,1512831600000000,1543082570,0
243_245386411,1506610800000000,296621784,0
243_245386411,1544454000000000,2084166598,0
243_245386411,1525359600000000,624314050,0
243_245386411,1525273200000000,617369386,0
243_245386411,1535036400000000,312559824,0
243_245386411,1547218800000000,1769073247,0
243_245386411,1572706800000000,145332617,0
243_245386411,1568818800000000,1338053122,0
243_245386411,1559314800000000,392546893,0
243_245386411,1529334000000000,1815981583,0
243_245386411,1568732400000000,776944660,0
243_245386411,1563289200000000,644399360,0
243_245386411,1498489200000000,252110644,0
243_245386411,1500649200000000,1274778079,0
243_245386411,1417964400000000,1084114449,0
243_245386411,1563462000000000,1904637044,0
243_245386411,1549206000000000,726604599,0
243_245386411,1555772400000000,458974571,0
243_245386411,1470582000000000,1550682688,0
243_245386411,1541516400000000,376530950,0
243_245386411,1557673200000000,1524588601,0
243_245386411,1561302000000000,946885091,0
243_245386411,1467212400000000,226385305,0
243_245386411,1568905200000000,10319138,0
243_245386411,1501513200000000,1162132683,0
243_245386411,1495810800000000,251910170,0
243_245386411,1568386800000000,1308318894,0
243_245386411,1564498800000000,519223279,0
243_245386411,1563721200000000,255720615,0
243_245386411,1542034800000000,804744684,0
243_245386411,1567263600000000,1600035247,0
243_245386411,1430319600000000,1511774092,0
243_245386411,1530457200000000,996040312,0
243_245386411,1562252400000000,1362291355,0
243_245386411,1543330800000000,1833872311,0
243_245386411,1572879600000000,1128948764,0
243_245386411,1535900400000000,1293057239,0
243_245386411,1562684400000000,38778801,0
243_245386411,1574089200000000,1774484775,0
243_245386411,1553526000000000,229718748,0
243_245386411,1475161200000000,1457090292,0
243_245386411,1561129200000000,703849415,0
243_245386411,1541343600000000,48786748,0
243_245386411,1472223600000000,1587834489,0
243_245386411,1479740400000000,1538778583,0
243_245386411,1559660400000000,1454437455,0
243_245386411,1560956400000000,1933559215,0
243_245386411,1498402800000000,1965302813,0
243_245386411,1499526000000000,96621063,0
243_245386411,1463410800000000,686302915,0
243_245386411,1252508400000000,771844560,0
243_245386411,1572274800000000,1062351164,0
243_245386411,1412089200000000,2049087978,0
243_245386411,1541343600000000,1278340239,0
243_245386411,1562079600000000,445075135,0
243_245386411,1570978800000000,251096045,0
243_245386411,1552489200000000,1875949739,0
243_245386411,1559833200000000,1825160170,0
243_245386411,1571324400000000,1930217434,0
243_245386411,1551452400000000,1133759266,0
243_245386411,1573052400000000,1440823154,0
243_245386411,1520694000000000,197770496,0
243_245386411,1512140400000000,1611529162,0
243_245386411,1567695600000000,1133809096,0
243_245386411,1532876400000000,1569553189,0
243_245386411,1570892400000000,936374526,0
243_245386411,1571324400000000,47037992,0
243_245386411,1448290800000000,428921531,0
243_245386411,1550588400000000,1557527435,0
243_245386411,1353855600000000,391563434,0
243_245386411,1539097200000000,2098478702,0
243_245386411,1551020400000000,783772812,0
243_245386411,1504623600000000,307125473,0
243_245386411,1527087600000000,1090166194,0
243_245386411,1568214000000000,1607399179,0
243_245386411,1567954800000000,980430284,0
243_245386411,1534950000000000,107283225,0
243_245386411,1567177200000000,1277317528,0
243_245386411,1495983600000000,244501306,0
243_245386411,1426518000000000,1447130274,0
243_245386411,1511535600000000,700006069,0
243_245386411,1569596400000000,877404503,0
243_245386411,1503846000000000,141574534,0
243_245386411,1504278000000000,1657616851,0
243_245386411,1567004400000000,451749214,0
243_245386411,1569596400000000,1444802259,0
243_245386411,1538838000000000,2141448783,0
243_245386411,1534863600000000,1439012522,0
243_245386411,1562598000000000,726954313,0
243_245386411,1572015600000000,1695771037,0
243_245386411,1566918000000000,567213165,0
243_245386411,1514473200000000,1315142879,0
243_245386411,1547391600000000,1742089751,0
243_245386411,1442674800000000,349448408,0
243_245386411,1566140400000000,2057200014,0
243_245386411,1572706800000000,1104655567,0
243_245386411,1565449200000000,1550809963,0
243_245386411,1420642800000000,1517166417,0
243_245386411,1533222000000000,2115923752,0
243_245386411,1570978800000000,1403947076,0
243_245386411,1570892400000000,1034758190,0
243_245386411,1485356400000000,1243882023,0
243_245386411,1446217200000000,676852082,0
243_245386411,1542553200000000,1650914876,0
243_245386411,1555167600000000,179899325,0
243_245386411,1546095600000000,1722973142,0
243_245386411,1534690800000000,788066071,0
243_245386411,1395327600000000,886306018,0
243_245386411,1509894000000000,1274471555,0
243_245386411,1327071600000000,2084925593,0
243_245386411,1487430000000000,640075,0
243_245386411,1523631600000000,1445001927,0
243_245386411,1554476400000000,1407937221,0
243_245386411,1515337200000000,328879794,0
243_245386411,1545058800000000,1724434549,0
243_245386411,1566054000000000,2064306330,0
243_245386411,1560178800000000,487669149,0
243_245386411,1568127600000000,608129348,0
243_245386411,1518361200000000,1702018229,0
243_245386411,1449932400000000,2092479782,0
243_245386411,1539529200000000,662156822,0
243_245386411,1548774000000000,198866494,0
243_245386411,1386428400000000,242605105,0
243_245386411,1514214000000000,318800901,0
243_245386411,1551452400000000,379670970,0
243_245386411,1554735600000000,1078107922,0
243_245386411,1567782000000000,120405211,0
243_245386411,1544540400000000,1740507881,0
243_245386411,1564585200000000,1842782969,0
243_245386411,1549897200000000,1326375403,0
243_245386411,1510498800000000,631556234,0
243_245386411,1316271600000000,880112556,0
243_245386411,1565017200000000,81816968,0
243_245386411,1552143600000000,1844292006,0
243_245386411,1421074800000000,359207682,0
243_245386411,1571670000000000,930138901,0
243_245386411,1480518000000000,308791217,0
243_245386411,1566831600000000,1470961753,0
243_245386411,1265468400000000,1988332211,0
243_245386411,1569682800000000,1308299598,0
243_245386411,1569682800000000,1259307347,0
243_245386411,1512831600000000,1732825672,0
243_245386411,1565794800000000,348435425,0
243_245386411,1562598000000000,1373795589,0
243_245386411,1556895600000000,642287847,0
243_245386411,1544799600000000,1403605592,0
243_245386411,1518274800000000,1264234323,0
243_245386411,1526655600000000,1810336326,0
243_245386411,1568473200000000,1630529070,0
243_245386411,1541257200000000,258953608,0
243_245386411,1572102000000000,1216820233,0
243_245386411,1562338800000000,1770870833,0
243_245386411,1547478000000000,317025922,0
243_245386411,1514127600000000,1452636619,0
243_245386411,1561906800000000,744486053,0
243_245386411,1570892400000000,198832336,0
243_245386411,1517670000000000,1153107596,0
243_245386411,1561734000000000,1264002485,0
243_245386411,1566745200000000,938948679,0
243_245386411,1567436400000000,431033364,0
243_245386411,1445785200000000,1157427890,0
243_245386411,1573398000000000,197529457,0
243_245386411,1478617200000000,903240259,0
243_245386411,1475852400000000,756271948,0
243_245386411,1569769200000000,1816603598,0
243_245386411,1559228400000000,500351530,0
243_245386411,1560006000000000,770240989,0
243_245386411,1551279600000000,756781631,0
243_245386411,1558623600000000,1086026751,0
243_245386411,1475852400000000,1456338587,0
243_245386411,1525446000000000,942009127,0
243_245386411,1483369200000000,1656402084,0
243_245386411,1567954800000000,857908526,0
243_245386411,1370358000000000,1010621670,0
243_245386411,1558364400000000,1529506063,0
243_245386411,1510758000000000,222599264,0
243_245386411,1448118000000000,1594963573,0
243_245386411,1550329200000000,1469136117,0
243_245386411,1482159600000000,351849029,0
243_245386411,1561820400000000,941877558,0
243_245386411,1564758000000000,731647570,0
243_245386411,1552575600000000,1212425443,0
243_245386411,1514905200000000,838207698,0
243_245386411,1547650800000000,1417462032,0
243_245386411,1570287600000000,1985309092,0
243_245386411,1560351600000000,1723949733,0
243_245386411,1568646000000000,327415794,0
243_245386411,1544194800000000,1659042913,0
243_245386411,1492009200000000,1640316421,0
243_245386411,1545836400000000,430426410,0
243_245386411,1544799600000000,454339815,0
243_245386411,1479135600000000,1337968751,0
243_245386411,1546268400000000,713979537,0
243_245386411,1443538800000000,2011240480,0
243_245386411,1540566000000000,1268099387,0
243_245386411,1521903600000000,1307979364,0
243_245386411,1526310000000000,505757603,0
243_245386411,1560783600000000,1821207087,0
243_245386411,1361631600000000,491111793,0
243_245386411,1552143600000000,1335121018,0
243_245386411,1566572400000000,422950459,0
243_245386411,1572966000000000,132205573,0
243_245386411,1511967600000000,1762752276,0
243_245386411,1560697200000000,729388127,0
243_245386411,1492873200000000,656715336,0
243_245386411,1375369200000000,1147774797,0
243_245386411,1554303600000000,301253768,0
243_245386411,1546009200000000,549068817,0
243_245386411,1329490800000000,51128877,0
243_245386411,1466434800000000,341492245,0
243_245386411,1518274800000000,4363921,0
243_245386411,1506870000000000,1846922173,0
243_245386411,1570028400000000,1236927743,0
243_245386411,1533740400000000,602004810,0
243_245386411,1567436400000000,1220353947,0
243_245386411,1566140400000000,1533531756,0
243_245386411,1562425200000000,27144530,0
243_245386411,1487775600000000,548983408,0
243_245386411,1483887600000000,2065046417,0
243_245386411,1527606000000000,1488117653,0
243_245386411,1530802800000000,1215226774,0
243_245386411,1567609200000000,1949112671,0
243_245386411,1542639600000000,1713163522,0
243_245386411,1553180400000000,343291294,0
243_245386411,1547132400000000,1594666098,0
243_245386411,1453734000000000,1130573488,0
243_245386411,1570978800000000,976799043,0
243_245386411,1538665200000000,139354934,0
243_245386411,1516978800000000,1261814354,0
243_245386411,1531753200000000,224306574,0
243_245386411,1546700400000000,879397446,0
243_245386411,1544454000000000,339821256,0
243_245386411,1568473200000000,1507052657,0
243_245386411,1496847600000000,1766001424,0
243_245386411,1518447600000000,888743775,0
243_245386411,1549551600000000,1622269832,0
243_245386411,1567695600000000,1695780967,0
243_245386411,1569682800000000,2085581342,0
243_245386411,1563894000000000,1677455336,0
243_245386411,1535036400000000,1584748783,0
243_245386411,1522767600000000,232860691,0
243_245386411,1559660400000000,483725111,0
243_245386411,1459004400000000,1151529609,0
243_245386411,1487948400000000,2042122456,0
243_245386411,1505401200000000,1578928362,0
243_245386411,1530457200000000,720843701,0
243_245386411,1555426800000000,622514224,0
243_245386411,1555426800000000,1176747782,0
243_245386411,1565449200000000,1089648046,0
243_245386411,1550502000000000,1899047883,0
243_245386411,1568732400000000,1832271096,0
243_245386411,1560178800000000,1964792181,0
243_245386411,1542639600000000,493693792,0
243_245386411,1563202800000000,1856563388,0
243_245386411,1468681200000000,1584483192,0
243_245386411,1514559600000000,811197287,0
243_245386411,1556031600000000,49719830,0
243_245386411,1546527600000000,2085090736,0
243_245386411,1506265200000000,711830304,0
243_245386411,1543849200000000,1422872714,0
243_245386411,1438614000000000,1983832599,0
243_245386411,1574175600000000,1882410496,0
243_245386411,1568991600000000,449712685,0
243_245386411,1484319600000000,144620237,0
243_245386411,1507042800000000,924755415,0
243_245386411,1500217200000000,527333140,0
243_245386411,1518620400000000,143131225,0
243_245386411,1440169200000000,1357609744,0
243_245386411,1537542000000000,2039173792,0
243_245386411,1514041200000000,901191023,0
243_245386411,1542034800000000,1342573337,0
243_245386411,1560870000000000,362351186,0
243_245386411,1562252400000000,556570266,0
243_245386411,1539010800000000,1408837489,0
243_245386411,1565881200000000,1099145839,0
243_245386411,1564153200000000,1519032519,0
243_245386411,1572015600000000,971001942,0
243_245386411,1432998000000000,1291123515,0
243_245386411,1502118000000000,1761741722,0
243_245386411,1572534000000000,172429667,0
243_245386411,1539183600000000,615876154,0
243_245386411,1555945200000000,110128686,0
243_245386411,1557932400000000,2085322542,0
243_245386411,1558105200000000,1584716482,0
243_245386411,1544886000000000,252854626,0
243_245386411,1519570800000000,170846588,0
243_245386411,1548514800000000,467562554,0
243_245386411,1570633200000000,136658190,0
243_245386411,1481727600000000,1265544856,0
243_245386411,1557586800000000,1274112917,0
243_245386411,1563548400000000,1286544660,0
243_245386411,1503068400000000,1383343992,0
243_245386411,1541170800000000,1612054664,0
243_245386411,1542553200000000,195845543,0
243_245386411,1565881200000000,886575254,0
243_245386411,1371913200000000,2030900532,0
243_245386411,1551366000000000,754244871,0
243_245386411,1428937200000000,1649978571,0
243_245386411,1516892400000000,67691647,0
243_245386411,1483023600000000,487460109,0
243_245386411,1569423600000000,1105450086,0
243_245386411,1560178800000000,455159391,0
243_245386411,1548601200000000,1010567446,0
243_245386411,1544886000000000,733971938,0
243_245386411,1521298800000000,1346347664,0
243_245386411,1560783600000000,1410894821,0
243_245386411,1517756400000000,32563017,0
243_245386411,1488812400000000,1967098615,0
243_245386411,1567004400000000,374099658,0
243_245386411,1567695600000000,796704099,0
243_245386411,1490194800000000,2021171544,0
243_245386411,1384786800000000,1282486052,0
243_245386411,1563030000000000,1140072416,0
243_245386411,1461942000000000,1860097847,0
243_245386411,1537542000000000,850230988,0
243_245386411,1521817200000000,154274541,0
243_245386411,1518879600000000,1879738452,0
243_245386411,1571324400000000,56143852,0
243_245386411,1544194800000000,2046719085,0
243_245386411,1516719600000000,37584301,0
243_245386411,1554303600000000,1038280073,0
243_245386411,1384354800000000,1809314772,0
243_245386411,1549724400000000,1993821950,0
243_245386411,1538924400000000,249427800,0
243_245386411,1554822000000000,961083321,0
243_245386411,1569682800000000,271714706,0
243_245386411,1444921200000000,1288666310,0
243_245386411,1564758000000000,583723903,0
243_245386411,1505055600000000,840942789,0
243_245386411,1565535600000000,36835381,0
243_245386411,1571151600000000,1085255385,0
243_245386411,1569682800000000,532306605,0
243_245386411,1569164400000000,1233340683,0
243_245386411,1562770800000000,1130650657,0
243_245386411,1378047600000000,1671930426,0
243_245386411,1568041200000000,877158504,0
243_245386411,1532098800000000,280348783,0
243_245386411,1544799600000000,134605590,0
243_245386411,1528556400000000,2035020306,0
243_245386411,1549119600000000,226336942,0
243_245386411,1559574000000000,324529706,0
243_245386411,1565017200000000,1823700420,0
243_245386411,1565017200000000,406595358,0
243_245386411,1506092400000000,1373008859,0
243_245386411,1370012400000000,699969417,0
243_245386411,1500303600000000,125023321,0
243_245386411,1570978800000000,678211200,0
243_245386411,1569769200000000,1891295622,0
243_245386411,1486220400000000,757762178,0
243_245386411,1500130800000000,318944071,0
243_245386411,1568041200000000,634829110,0
243_245386411,1501340400000000,485880242,0
243_245386411,1567609200000000,91648083,0
243_245386411,1553439600000000,954256627,0
243_245386411,1556895600000000,1045950435,0
243_245386411,1574262000000000,1676815671,0
243_245386411,1573916400000000,455971320,0
243_245386411,1548428400000000,1643892896,0
243_245386411,1568473200000000,1453787012,0
243_245386411,1558537200000000,1863311647,0
243_245386411,1569510000000000,499185053,0
243_245386411,1570374000000000,1405263277,0
243_245386411,1438873200000000,1531510843,0
243_245386411,1550242800000000,313839371,0
243_245386411,1550242800000000,211821784,0
243_245386411,1569078000000000,1635746170,0
243_245386411,1566054000000000,2071221278,0
243_245386411,1522681200000000,1482820882,0
243_245386411,1522681200000000,1280686199,0
243_245386411,1537542000000000,2027640578,0
243_245386411,1555081200000000,183365091,0
243_245386411,1569250800000000,420936089,0
243_245386411,1514214000000000,1767713331,0
243_245386411,1545577200000000,1948499659,0
243_245386411,1548169200000000,1620808116,0
243_245386411,1550502000000000,2122489765,0
243_245386411,1568300400000000,1747025061,0
243_245386411,1554822000000000,593185865,0
243_245386411,1552402800000000,1045341912,0
243_245386411,1532012400000000,1207848824,0
243_245386411,1473778800000000,1866717954,0
243_245386411,1498316400000000,1584568446,0
243_245386411,1573570800000000,238659266,0
243_245386411,1572274800000000,1628409304,0
243_245386411,1555945200000000,2084306200,0
243_245386411,1514818800000000,1493566415,0
243_245386411,1354978800000000,1283937465,0
243_245386411,1520607600000000,1205436741,0
243_245386411,1569164400000000,1222742666,0
243_245386411,1390402800000000,1516909420,0
243_245386411,1288018800000000,962725453,0
243_245386411,1477148400000000,1748048773,0
243_245386411,1521644400000000,2100768424,0
243_245386411,1551106800000000,276779577,0
243_245386411,1522335600000000,1845240904,0
243_245386411,1567263600000000,406237142,0
243_245386411,1564930800000000,892408545,0
243_245386411,1570114800000000,1082570055,0
243_245386411,1569942000000000,1595451213,0
243_245386411,1322838000000000,203385366,0
243_245386411,1522767600000000,983255662,0
243_245386411,1387810800000000,2082353757,0
243_245386411,1561129200000000,517326967,0
243_245386411,1554476400000000,607450440,0
243_245386411,1544281200000000,381741723,0
243_245386411,1555081200000000,2057295557,0
243_245386411,1540220400000000,1182392139,0
243_245386411,1568818800000000,1281132838,0
243_245386411,1534431600000000,1496843291,0
243_245386411,1531062000000000,1582561960,0
243_245386411,1560610800000000,178512087,0
243_245386411,1573138800000000,709704186,0
243_245386411,1549551600000000,1879393689,0
243_245386411,1569423600000000,918504256,0
243_245386411,1535554800000000,538347886,0
243_245386411,1513609200000000,1364868666,0
243_245386411,1528988400000000,1197987192,0
243_245386411,1495551600000000,364221016,0
243_245386411,1461078000000000,1679489377,0
243_245386411,1547910000000000,608195025,0
243_245386411,1571238000000000,838202970,0
243_245386411,1563894000000000,1141409025,0
243_245386411,1551279600000000,551494848,0
243_245386411,1570201200000000,1278755992,0
243_245386411,1532617200000000,119376261,0
243_245386411,1565535600000000,2014454780,0
243_245386411,1568646000000000,215474035,0
243_245386411,1567350000000000,1075122468,0
243_245386411,1530025200000000,1916785836,0
243_245386411,1543071600000000,994632214,0
243_245386411,1554476400000000,1897464388,0
243_245386411,1504018800000000,773718712,0
243_245386411,1308409200000000,2090460637,0
243_245386411,1280588400000000,2024180199,0
243_245386411,1569250800000000,1003128151,0
243_245386411,1568214000000000,1865432157,0
243_245386411,1564326000000000,1587759235,0
243_245386411,1559314800000000,480725451,0
243_245386411,1348326000000000,931071799,0
243_245386411,1531407600000000,778964094,0
243_245386411,1543244400000000,1255241715,0
243_245386411,1462546800000000,214704074,0
243_245386411,1407078000000000,1918726346,0
243_245386411,1536246000000000,1275334823,0
243_245386411,1488812400000000,1518609583,0
243_245386411,1546700400000000,201534581,0
243_245386411,1565449200000000,497307891,0
243_245386411,1568991600000000,345086812,0
243_245386411,1545490800000000,1965654652,0
243_245386411,1533999600000000,190104078,0
243_245386411,1531580400000000,297031904,0
243_245386411,1553353200000000,1419987638,0
243_245386411,1515337200000000,1699443863,0
243_245386411,1523026800000000,1764214682,0
243_245386411,1511622000000000,2107773057,0
243_245386411,1545836400000000,599625775,0
243_245386411,1453474800000000,2069097025,0
243_245386411,1560524400000000,1291315250,0
243_245386411,1477666800000000,1762537612,0
243_245386411,1449759600000000,1736987317,0
243_245386411,1571497200000000,694125601,0
243_245386411,1453906800000000,1449658843,0
243_245386411,1553094000000000,386869379,0
243_245386411,1532098800000000,555951761,0
243_245386411,1568818800000000,2034488236,0
243_245386411,1543762800000000,2144997001,0
243_245386411,1403362800000000,154283262,0
243_245386411,1513782000000000,1219733997,0
243_245386411,1553958000000000,1890063775,0
243_245386411,1379257200000000,1731226244,0
243_245386411,1572102000000000,523857624,0
243_245386411,1470322800000000,1452257925,0
243_245386411,1489849200000000,587879168,0
243_245386411,1571842800000000,2125991146,0
243_245386411,1544194800000000,955254254,0
243_245386411,1521644400000000,1278575810,0
243_245386411,1523890800000000,1192364865,0
243_245386411,1567782000000000,1101278315,0
243_245386411,1571497200000000,2077361102,0
243_245386411,1571497200000000,349235162,0
243_245386411,1522854000000000,1942203832,0
243_245386411,1573311600000000,712037476,0
243_245386411,1547305200000000,1349950401,0
243_245386411,1547478000000000,379526201,0
243_245386411,1560524400000000,214833899,0
243_245386411,1539097200000000,32657329,0
243_245386411,1570978800000000,1914804514,0
243_245386411,1466953200000000,608976269,0
243_245386411,1560265200000000,1132800339,0
243_245386411,1561129200000000,274769696,0
243_245386411,1551711600000000,49424644,0
243_245386411,1343314800000000,1586566188,0
243_245386411,1569682800000000,740977868,0
243_245386411,1563807600000000,964188985,0
243_245386411,1569510000000000,1231665421,0
243_245386411,1529506800000000,1273677461,0
243_245386411,1555858800000000,880416542,0
243_245386411,1432306800000000,840665187,0
243_245386411,1523286000000000,1353127967,0
243_245386411,1532962800000000,2061423543,0
243_245386411,1251903600000000,284305842,0
243_245386411,1567782000000000,259290034,0
243_245386411,1567350000000000,1306944951,0
243_245386411,1430924400000000,2070361596,0
243_245386411,1568646000000000,707666410,0
243_245386411,1573398000000000,533441760,0
243_245386411,1564758000000000,1381497245,0
243_245386411,1443279600000000,1276416078,0
243_245386411,1564326000000000,603823073,0
243_245386411,1570633200000000,338102641,0
243_245386411,1414940400000000,66192717,0
243_245386411,1508684400000000,1699576084,0
243_245386411,1559314800000000,838499605,0
243_245386411,1505833200000000,875077215,0
243_245386411,1519484400000000,1473785997,0
243_245386411,1573138800000000,1593054746,0
243_245386411,1559142000000000,1535709513,0
243_245386411,1498575600000000,1356734437,0
243_245386411,1513177200000000,1816390374,0
243_245386411,1555599600000000,1789333339,0
243_245386411,1513868400000000,1154180783,0
243_245386411,1521212400000000,1294927994,0
243_245386411,1406991600000000,1693094453,0
243_245386411,1502377200000000,919061221,0
243_245386411,1562511600000000,1181670854,0
243_245386411,1527951600000000,1192891962,0
243_245386411,1567004400000000,1827142412,0
243_245386411,1571324400000000,1953058566,0
243_245386411,1542207600000000,451284917,0
243_245386411,1553180400000000,1339725877,0
243_245386411,1432047600000000,956906058,0
243_245386411,1147359600000000,419534865,0
243_245386411,1479049200000000,1755767350,0
243_245386411,1445958000000000,1824017484,0
243_245386411,1568991600000000,980186329,0
243_245386411,1363186800000000,147942273,0
243_245386411,1521817200000000,1401877144,0
243_245386411,1559746800000000,515036952,0
243_245386411,1548082800000000,2032436447,0
243_245386411,1464793200000000,1026911877,0
243_245386411,1568905200000000,107561743,0
243_245386411,1475593200000000,966388369,0
243_245386411,1511017200000000,1182852132,0
243_245386411,1514214000000000,55893572,0
243_245386411,1534863600000000,1939478608,0
243_245386411,1366815600000000,1293995646,0
